id,tweet,subtask_a
13063,think disgust money spend opinion need look close home wear,NOT
41102,antifa constantly lie,NOT
30282,irrelevant,NOT
22977,happyhappy birthday missy redheart redheart redheart redheart redheart redheart redheart redheart smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteye smilingfacewithhearteyes smilingfacewithhearteye,NOT
54968,awewww u fall block people facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy end day man day I month strip fascist antifa mug like secrecy,NOT
92389,I feel emotion cry watch film time strong,NOT
89118,governmental issue lady mad government use portion taxis support planned parenthood offer abortion I pro life stop support taxis help israel kill palestinians kill school child,OFF
87533,reason I life lol,NOT
69311,correct corbyn mcdonald like old glc j mc,NOT
65393,remember defend antifa I member,NOT
91999,amp granny kinda mean time nice person tbh bit mean ummm maybe s,NOT
57252,food mf good thank loudlycryingface lol,NOT
24376,disgusting dallas pd try find reason try drag man mud save wrong,OFF
70917,oh network report bullshit obviously stop pretend fox political bigotry,OFF
78063,antifa I guess,NOT
51190,I gun control winkingface,NOT
31104,I tired piss poor excuse conservative pretty synonymous bigot nowadays fear feel shame shame hypocrite feel,NOT
80841,I think antifa n nazi type ideology argue,NOT
10669,step pivot away china tpp trump pacific partnership tell company offshore country ban product china include steal intellectual property disclosing ip business china,NOT
41379,idiot fringe right hate conservative,OFF
77156,careful know terrorist arm antifa try,NOT
86104,hey mary profile follow know twitter try conservative connect,NOT
93063,bitch mean pristin,OFF
81689,cut early hear complaint smh,NOT
14621,mountain range bruin bust,NOT
80828,imagine million spend security royal wedding allocate,NOT
66761,I remember include mr balloon substance,NOT
36174,welcome I know I speak think good meeting place redheart,NOT
33301,amusing sicken watch scientist twist knot justify gun control agenda dishonest,OFF
77792,cult I point brother fb follower love talk hate bash liberal I refer right wing cult,NOT
11580,brilliant,NOT
64878,fake news term use word deception,NOT
51484,loudlycryingface,NOT
38062,epic moment sentence graaawrl wyvern breakfast guy dumb healer babysit fire shit try dragon foolishness need bury half body tank try half stomach,OFF
57695,liberal try conservative man time criminally charge jail liar try destroy man,OFF
25679,remember week ago coach maryland terps football squad I sure parent think thing coach capricorn dick head competent stephen smith,NOT
35240,henry fucking great def inspo I love death problem,OFF
21970,judicial watch sue record fbi interview demote justice department official bruce ohr,OFF
46263,lie stack shit,OFF
87125,fight lie letter,NOT
52937,I cuz nigga retard smh,OFF
10744,I point australian free speech like hate speech law people convict skirt hint point room deny,OFF
24418,example low high lie liberal conservative expert endure escapade vote right person predictable like dance,NOT
90329,musicalnote da na na na musicalnote find josh sex life,NOT
27207,amazing dem hear whistle,OFF
75217,cuz come bruh,NOT
61587,uhh cute I know strong man man luv lol especially fight I guess bc I grow able hold short point worry fight anymore,NOT
71406,black helmet hotter,NOT
37577,straight crapper I support team,OFF
11834,cute,NOT
73817,look,NOT
11725,I hear mei knee pressure exert lol,NOT
31237,I bet gun control answer,NOT
46591,trump fan bully antifa steve scalise resist movement need cnn msnbc,OFF
80181,true personality,NOT
76282,sure lot folk actually liberal want sensible tory labour party vote serve political system atm,NOT
11892,thank lady service usa vile liberal hoard everyday true patriot,NOT
38296,document close crook,OFF
55028,remove rest islamic invader,OFF
94937,follow,NOT
35790,need antifa outside confirm kavanaugh,NOT
34430,I expect video,NOT
50938,bitter hateful woman ruin,OFF
13574,democrats want gun control I range practice,NOT
15882,color sky world I group people utterly delusional amp denial liberal trump win guy need sorry simply,NOT
29114,god I hope,NOT
65486,especially liberal find buy bribe vote kavanaugh,NOT
73145,I love u jennifer crush love,NOT
75692,god speed bandit,NOT
82120,paycheck hurt feeling facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
62090,I case bias handiwork antifa dem like maxine water trump official harass laugh I kid I,NOT
81844,portugal fluke way penalty shoot cr play final,NOT
21084,love future democratic party,NOT
49166,thank president trump maga redheart redheart redheart redheart redheart,NOT
43774,foldedhand oncomingfist,NOT
83049,gun control divorce,NOT
10958,meet rain omg amazing person,NOT
17601,I trust lot armchair quarterback twitter mistake human good manager game today,NOT
29507,island dummy,NOT
29351,illinois strict ass gun control let thug gang banger gun mean lot violence,OFF
82648,right total ocd right lol yeah totally going floss sucker,OFF
22801,monique son handsome I guess follow mom foot step forest pathologist lol rise rise rise,NOT
78146,forget steve scalise shoot left wing nut job pillar society know antifa beat ppl chain destroy property de funk speaker maxine water chaos etc char watch amp learn truth,NOT
58583,guy thunk white repubs amp crackhead thank jesus guess like christian money buddy good luck mike try lavish style liberal facewithtearsofjoy facewithtearsofjoy thumbsdown mediumlightskintone,NOT
57303,falsehood I think want abolish amendment grow majority want sensible gun control form background check banning assault rifle trump rile base snake oil,OFF
56548,congratulation great american president great thing maga,NOT
89454,god help,NOT
10424,dem violence mass murderer confrontation antifa wake,NOT
96462,good news I hope advertiser free ad space,NOT
66127,throw race forget happen white woman accuse bill clinton sexual allegation liberal democrats rally liberal disgusting disgraceful human god create,OFF
91323,mean time talk gun control,NOT
69501,ask protest certain convoluted answer,NOT
68143,boy pie stat,NOT
52720,kanye cancel moment slavery choice rock maga hat,OFF
12182,sick head man lose daughter,OFF
17969,leave pass big spending bill,NOT
37378,gun control inevitable alienate consumer,NOT
48988,fuck I fry money imagine,OFF
31419,I wonder liberal realize jihadi despise probably,NOT
44848,aj nahin kal tum ko bi marna hy bad thinking,NOT
86554,play dirty way liberal win point shameless,OFF
70368,I believe work comet pizza alex jones mute conservative lost,OFF
58773,rich come spokesperson organization block commonsense gun control bill,NOT
30844,thing sure know write op ed dumb bucket rock,OFF
68563,cute away,NOT
66075,I love circle align pro life people gun control affordable health care,NOT
39112,billionaire sorry romeo word add,NOT
75880,frenkenstien need pay dime steal american people disgrace senate people,OFF
85273,joke,NOT
98564,medium liberal mp crosse floor join conservative,NOT
53051,look timeline proud liberal white liberal like I tell hispanic community liberal offend minority becareful people friend,NOT
45021,mexican venus,NOT
90047,scale laugh excuse plain shit,OFF
31636,john kerry answer meeting iran,NOT
90829,fact newsweek long try story instead far leave liberal god look newsweek circulation reader print edition anymore,OFF
19306,I let away ammo talk gun control I maybe blurt mean prove leftist fine I like I trust anymore,OFF
40903,gun control,NOT
56160,pretty good hope friend tough season team happen,NOT
78616,defend antifa stance,NOT
28398,remember republican destroy merrill garland career I dem liberal tolerate view disagree antifa great example,NOT
64013,start inform class uninformed player,NOT
84951,pic downarrow plus downarrow,NOT
26748,liar,OFF
32723,blue wave hysterical violence,NOT
75696,hollywood medium joke jesus christians think hilarious turn innocent joke conservative tell outrage typical reprobate,OFF
68560,resign boy curious honest question gain perspective parted way cuz bad positive receiver,NOT
95527,legit shit funny asf,OFF
49936,people try use alt right tag blanket statement people way associate alt right reminder pb exist violent antifa account twitter,NOT
74528,talk gun control winkingface,NOT
81395,beto run hard leave open border aggressive gun control socialise medicine raise taxis dem turnout primary mil outraise cruz texas m rep turnout vote november assume neighbor,NOT
78409,thank let know,NOT
94985,come gun control order america happy remove gun list conservative gun card tote democrats way everybody happy everybody safe,NOT
38773,haley,NOT
32451,fuck yeah,OFF
33811,organizer rally kill like people antifa black life matter rally cause violence rioting,NOT
69452,certainly amazing hot gorgeous stunning sexy flawless woman wow,NOT
71510,probably refer fact start henderson apparently shit sturridge apparently finish year ago I mean like possibly win field facewithtearsofjoy facewithtearsofjoy,OFF
80776,lie public trust anymore,OFF
28403,misinformed shame I shame,OFF
29297,overdose nigga,OFF
94378,tombstone letter,NOT
16030,airplane woman fall love trek star,NOT
11275,libertarian I ugly divisive party system liberal actually lot uglier straight man need leave democratic party party man hatred leave,OFF
63287,great book leo zagami pope francis pope detail breathtake corruption evil force control vatican decade,OFF
91969,I hate I m fucking sorry,OFF
22174,I hear trumpster crow liberal love jane fonda support draft dodger I grow time I war know fonda far wrong I support burn draft card serve,OFF
16577,myyy nigga raisedfist mediumdarkskintone,OFF
83637,saaaaaaadd facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,NOT
12695,lindsey sean hannity talk echo chamber simply hear journalist news pundit weird conspiratorial agenda support craft partial fact aim narrow audience laughable fool trump,OFF
67651,basically preach religious end world people congrat,NOT
93111,blow coup deep state liberal try trump power absolutely ridiculous law,NOT
23573,come agent subscriber cash sell buy cash rate conduit law demand supply play,NOT
10590,look like democrats right history conservative wrong prove upper east buck eat applebee,NOT
80374,lie tell happen child guy man I clearly believe shit like happen stall tactic liberal,OFF
95631,I think shit,OFF
63826,political novice outshine corrupt establishment politician vote buy soros afford,NOT
30611,need find lady thing terrorist wait strike,OFF
56910,white antifa,NOT
11041,open intolerant shame psuedo liberal,OFF
28065,good luck thumbsup,NOT
17860,twitter interest start worthy respond professor nutrition food technology,NOT
74400,yutz dumber water twice week,OFF
35372,hey valley guy thank comment right mark hope liberal amp reverse global warming amp climate change real issue save planet amp life note,NOT
59326,fill nerve mock lowlife unemployment line,OFF
36668,I simply rhetoric people bible definition christian anymore christian conservative attend public lynching black hold public spectacle sunday church,NOT
16286,eat profit,NOT
91525,antifa nazi pot kettle black,NOT
69391,hit past year figure playing time stl I hear supporter notorious slow starter starting cf season,NOT
80585,people tired virtue signal wealthy liberal know struggle average american,NOT
81332,I think fbi original interview scare people feckless congress handle kid glove demonize medium leave oath attempt truth protect liberal congress,NOT
70266,right year long massive shooting talk gun control I think government crap,OFF
36623,conservative twitter oxymoron thinkingface,NOT
30123,lucky,NOT
93071,bafoonicus,OFF
91923,like nra bias gun control explodinghead,NOT
59625,happen million year soros hire bunch antifa punk pretend vet,OFF
24758,jose ramirez steal hit average hit homer double play good defense definitely blake snell cy young look number s like jacob degrom al,OFF
14998,way stun word stun new meaning,NOT
76213,I like direction need happy couple happiness life,NOT
30815,good morning welcome,NOT
47706,hell think acusse mean guilty woman accuse man man voice right clear need,OFF
64455,liberal,NOT
13288,goalpost lib group include blm actually burn neighborhood antifa specifically merely attempt point conservative group burn neighborhood like blm attempt,NOT
16743,today collins excuse vote yes disgusting gop rep stop work common man,OFF
51013,good luck,NOT
32810,good shit,OFF
80728,think lie opportunist yeah,OFF
45184,young response condescend af personally I issue w wire coat hanger use protest b c god forbid woman access safe abortion try method attempt termination esp teen girl,NOT
87507,speak paris omg I breathe,NOT
25519,bullshit people die incompetent government puerto rico start mayor stop lie gutierrez,OFF
34409,christine ford percent sure kavanaugh know sure waste american people time sure charge th senate committee ask probe question need answer,NOT
84485,news trudeau govt cover oh I forget u r propaganda machine left n d liberal,NOT
45400,bitch wow,OFF
32699,omg perfect,NOT
91189,agree fuck guy,NOT
15462,political corruption texans liberal conservs r d large majority favor limit campaign spending high cost campaign discourage good candidate run president,NOT
94412,try person try save horrible thing,NOT
10825,I dimly remember econ theory apply chicago gun butt hurt,OFF
98407,whataboutism word use liberal attempt deflect criticism ridiculous hypocrisy,OFF
45890,I know likely fake profile set conservative unhinge nut report chest,NOT
61621,america destroy president cancer democracy sad,OFF
35689,wrong criticise muslims british people away brit label racist fascism blame liberal let happen,NOT
50493,right amendment allow liberal gun,NOT
21048,right punish gop cuck ticket conservative,NOT
64667,alex fuckin beautiful,NOT
35109,I sure worried I break dana job know u living pay healthcare etc dirt bag shower cry gun control try,OFF
75876,billy bargain thumbsup,OFF
95224,death threat thing disgusting party family value antifa dangerous resistance group kavanaugh family death threat inquire mind want know,OFF
59615,I know good friend siobhan clp help lot I imagine upset lot people constituency,NOT
75208,word rian johnson use regret ask fear rian johnson think emotion ben I conclude ben regret rey accept offre fear love facesavoringfood,NOT
29213,hi amy book read list thank speak hope slightlysmilingface,NOT
59158,pleasure thank follow slightlysmilingface,NOT
85454,doubleexclamationmark people defeat doubleexclamationmark makesouthafricagreatagain,NOT
60096,bit celebrity facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy ass,OFF
83409,antifa mock facewithtearsofjoy,NOT
36143,home knee nfl,NOT
57827,isaac fucking tall guy dude,OFF
27937,politic general start look like gigantic benny hill episode sympathy,NOT
27295,kamala harris speak disagree condescend fashion I find gutter like I want snatch bald head routinely unbecoming angryface poutingface facewithsymbolsonmouth facewithsteamfromnose,NOT
65856,I sure woman man throw insult like mean ugly feminist cat woman penis envy,OFF
82433,prime example walk away movement bear democrats sleezy liar decent people democrats stand tactic like antifa destroy people life political reason I democrat year I walk away,NOT
84699,like player base line offense course use returner receiver der yes line rb I glad fan I sorry expect respond agree,NOT
91284,bcashhhhhhhhhhconnectttt,NOT
28831,poor trigger snowflake,OFF
40282,crazy person,OFF
72396,amen,NOT
36560,represent conservative represent,NOT
16942,write vile garbage point comment talk mean liberal pick I play victim card bully hannity lot,NOT
13896,need gun control mass shooting country thank president clinton lead way great real leadership,NOT
13481,liberal,NOT
39042,antifa scumbag try explain trump black trump supporter pr,NOT
99334,stalker level crazy I read post claim person avi tell avi amp tag woman dead,NOT
98387,conservative trailer trash party canada,OFF
65719,exactly describe like step forward step,NOT
15994,comingggg,NOT
94688,ashame republican party gun control people kill reason ashame republican party cop kill republicans try distract america,OFF
51627,lol I shit year I literally patience sit play game na,NOT
84493,kwasia ur shatta wale career start idiot reign album hype seff dey zero release album facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy personfacepalme mediumlightskintone malesign personfacepalme mediumlightskintone malesign hype yh vim zero,OFF
50725,word express valid,NOT
14486,fool deny free speech free speech,OFF
19632,fact check tweet democrat I expect tweet political candidate ap liberal,NOT
15213,breitbart hero sure,NOT
12015,rivera shit leave problem run day fire,NOT
46669,worry college min fame clue,NOT
85669,I superman long time I think wb let thing road gear man steel,NOT
32491,unfortunately cut dry gun law vary state city compare chicago extreme gun control new york level chicago horrible gun crime ny extent criminal problem,NOT
41783,yesterday,NOT
79318,girl sinnfeinn fault oh right ex hard line republic interested victim aunt thing bad mouth sinnfeinn shame,NOT
21915,love watch replay election night watch medium completely m let,NOT
32612,word gun control,NOT
92498,I nigger lie,NOT
84486,invite war criminal canada parliament request british military intelligence I bet tell parliament late batch war criminal vote treason omar,NOT
15165,adorable,NOT
92314,dang nc fan pay salary know shushingface shushingface rollingonthefloorlaughe winkingfacewithtongue winkingfacewithtongue winkingfacewithtongue,NOT
83134,california try new tack gun violence bullet control,NOT
19736,right,NOT
56852,awesome clappinghand news,NOT
61756,brah finish mother fucking apple cider beer shut fuck adult try fun twitter middlefinger mediumskintone facewithtearsofjoy middlefinger mediumskintone,OFF
26975,liberal professor dog spew hatred conservative hell rest sleaze bag,OFF
19847,hope bankrupt soon,OFF
67075,dark patch history repeat evil anti semitism count indifference complicity kill million good people uk europe stand important,NOT
20646,strong strong character anybody bitter sore loser character,OFF
73204,scummy human,OFF
91429,twitter msn care million follower main stream want control brain I sure I shadow ban,NOT
84915,nope,NOT
29459,glad I team michelle obama bet,NOT
10234,geez I hope british labour australian labor daylight amp conservative neoliberal tee way december popularist turn self interest,NOT
22220,normalize,NOT
90712,stopsign ntknetwork news stopsign backhandindexpointingright senate set pass bipartisan bill combat opioid,OFF
32534,con apparently find run low smirkingface,OFF
55987,right,NOT
47206,I expect lotta yetis wear maga hat,NOT
37277,add maverick reason nerfe iq player player base use bcoz pl player play game religiously use sudden op community thinkingface thinkingface,NOT
86012,second amendment zone ridiculous conceal carry law daily utah chronicle late installment nation endless debate gun control recently surface university utah campus g,NOT
60265,like blm liberal past couple year,NOT
17664,need butt,NOT
92867,I sure miss irony bojan,NOT
73245,I want yo know stairway heaven rollingonthefloorlaughe,NOT
23899,boy wonder gun control,NOT
39124,order cohen print money amazing bad dishonest purposefully spread fake news,OFF
50364,funny mental health counselor display action complete paranoid phycho,NOT
36049,dumb clueless push pipe dream fool office sad,OFF
16400,austin blue likely find wiccan folk super conservative,NOT
85278,c liberal shortsighted aka stupid cry wolf favor past future victim rape assault like I stupid,OFF
54803,caribbro fix oroshimaru break teleport spawn lot snake player spawn thing onna beat broken glitchy poutingface poutingface,NOT
35864,amaze I synch man commute prison sentence wonder like,NOT
11451,liberal able grasp consequence example perfect response probably unable understand,NOT
93406,I love insight culture world I know I able relate character unique crime fiction,NOT
39538,platform thinkingface fundamentally restore america facewithsteamfromnose fire foldedhand speaker konk u ur lamebrain gavel angryface,NOT
51609,carrey sick man,OFF
17469,nahhh,NOT
26237,gun control law,NOT
29262,understand sir nation hunker commitment help god stable genius word till bitter end god speed tziyon shalom con musica lucho latin jazz,NOT
97654,I salute jim carey boycott movie medium middlefinger,NOT
47122,eric holder globalist evil personify,OFF
61599,lie leftist,OFF
14271,death threat antifa sit outside house like republican scrub social medium,OFF
40202,gutierrez liar guy good,OFF
81417,god good,NOT
17380,remember liberal fight freedom conservative british,NOT
75339,hi sexy,OFF
63246,course strong supporter antifa blm,NOT
99697,good lird disgusting representation human,OFF
56391,ab lot define I miss lift heavy ass weight thank girl,OFF
64888,nigga lose,OFF
45396,romanian,NOT
40031,fuckin love king tulip,NOT
90554,lmao courage courageous act tear apart quran claim kind woman majority hindu offend act matter msm day,NOT
22207,yes american woman wait allow continue slaughter baby mao stalin hitler kill baby liberal pathetic whiney crooked child slaughter baby,OFF
24771,uns connect fixola ahha,NOT
58638,idea capitalist like competition joke capitalist like government sanction monopoly essential public service spend time lobby british government,NOT
72099,limousine liberal western feminist common mutual sanctimony stand,NOT
59153,maybe need gun control lefty handle responsibility,OFF
12754,wee fake tap fae turkey prove loyal,OFF
41861,american people vote red november save country unamerican dem amp liberal,NOT
78422,unleash lowliness beginning exorcism evil body christ know leader catholic church,OFF
17853,woman anatomy model connect crewneck wearyface wearyface wearyface,NOT
56099,I tell group israel amp america control foreign policiy decade use spie lie amp quasi blackmail scheme believe I,OFF
33110,gun control mgk diss fuck new em let shit slide playin wit da kid,OFF
13794,draw saw marker left hand connect right brain connect left eye saw right eye connect left brain hammer,OFF
15548,gay sick pervert nerve,OFF
50379,liberal yea,NOT
30740,I want corrupt bitch gitmo birthday,OFF
67949,probably good politician I hear long wish illinois,NOT
71630,antifa idiot force use medicare fix broken body cause antifa require people kindness pick wheelchair throw help ambulance arrive,NOT
60923,anita hill wasca liar liar,OFF
30297,I friend abt hour myrtle beach scared death foldedhand lightskintone foldedhand lightskintone foldedhand lightskintone,NOT
96396,old understand believe irrelevant assert,NOT
82694,interview important hiring process sell come naturally sure fully prepare,NOT
99720,develop competitive skill social skill home schooling child complain abt bullying unjust behaviour teacher super active,OFF
51603,americans want form gun control americans want government protect environment americans immigration good thing amp americans believe hotdog belong crust pizza amp italian like suck,OFF
46085,spill t sis hehe,NOT
44555,truly beautiful unique,NOT
17891,mr john kerry potus job spite democrats like grovel iranian mullah try buy pallet cash amp release frozen fund amp obama crooked deal help fund terrorism worldwide walk inthe wood w hrc,OFF
41737,accord gore hurricane hazel trump fault typhoon cyclone hurricane trump fault trump collude god defeat hillary true,OFF
32345,I hope safe,NOT
68984,I break,NOT
69211,thought vast web conspiracy fact expert global economy happen agree brexit disaster thought,NOT
30093,mean ass cousin hate lol,OFF
32269,demi od bc arianna grande pretty,NOT
61846,know belong violent liberal antifa party kkk hood beat total stranger amp fund party violent amp corrupt party try pour tears amp believe heart hard sell include voter,OFF
95951,follow I beliw thumbsup thumbsup united stand divide fall let continue help president trump maga,NOT
90130,touch visa mata raw nerve modi s block soon wild wet dream pm modi fail majority wake dream bhajpaa seat,OFF
49773,yes simply politically heaven forbid liberal justice,NOT
60792,thank yes,NOT
95790,dalit muslim need remember,OFF
88916,liberal ruin,NOT
66580,bs ford delay vote,OFF
43289,forget trump fault like collude hurricane worst forget tell hurricane trump fault,OFF
13711,I wait hokey pokey turn lol seriously heck,NOT
86184,little curious,NOT
22286,picture destroy time favorite comedian actor,NOT
10667,year today founder sadly pass away mandy devote life save animal uk hope look smile know continue work start year ago forever thought mandy leigh staff amp trustee,NOT
60985,confident trump elect,NOT
50391,sign sale zombie zombie malesign,NOT
33195,maintenance screen,NOT
24370,hide child,NOT
12851,politically correct speech gun control law attack constitution hypocrisy,OFF
55600,stop talkin urself,NOT
10283,advise iran guy,NOT
71369,hilarious try liberal medium lackey winkingfacewithtongue,NOT
76719,bob dickbrain woodward I wish I ann coulter,NOT
34132,grover antifa change appearance hide government,NOT
27357,care useless piece think,NOT
48973,beautiful look like mona lisa,NOT
91647,constitution day important commemoration abuse power,NOT
32372,year old boy trump fix disaster crooked barak leave,NOT
11348,la casa de las micheladas crazy ass,OFF
54210,collins try people believe,NOT
93447,kyle long fine I bet rest brown sim,NOT
68660,breitbart hack headline,OFF
41318,agree start year maxi cold I hope year starter,NOT
71762,find average american demographic I find thing average american agree bill gate gun control drive skill,NOT
67183,stormy,NOT
45699,beautiful,NOT
56870,man allow wife coach abuse year cover throw include wife bus help lie think total pos,OFF
49645,piece work,NOT
62054,I hope right,NOT
89031,thing happen I road win married sex twice divorce,NOT
24155,great need low life,NOT
38828,offer mental health coverage reporter,NOT
28028,exterminate little harsh I agree point heartedly I remember advise esa stress testing harsh I work program I eligible benefit housing benefit,NOT
17119,plenty ppl work shift manage find way home correctly bullshit fly public,OFF
55478,reason believe sabotage kavanaugh chance supreme court justice elitist radical liberal sabotage trump presidency,NOT
41732,cause head wave pound couple inch foot okay mention miley look fighting type idk,NOT
62363,panic dc session huber meeting,NOT
36059,ohh shit frowningfacewithopenmouth,OFF
63253,liberal soul,OFF
32850,thank awake love guy personraisinghand femalesign redheart follow patriot,NOT
50012,thick bad bitch,OFF
33091,walmart cashier info nuclear fusion nbc gun info crap medium feed brain wonder gun control cultist universal background check,OFF
35483,fuck wall american white black man kill way immigrant gun control help way,OFF
86645,I believe I assert jot difference trump recently roy moore long ago choose align misogyny abuse step,NOT
76733,word tweeter come knock,NOT
73564,elmo antifa,NOT
12587,blue help like neighbor champagne socialist,OFF
52291,bit trump liberal care responsible amp majority indictment people potus meet thing obama asleep wheel fact matter left,NOT
22830,losss service time suspension subject waiver,NOT
48299,sensible gun control help mentally unstable people gun people restraining order gun need gun magazine round zombie apocalypse happen,OFF
86988,I believe stuff bring gun control gun control disarm america,NOT
53244,mad lose money,NOT
35693,doubt fat man,NOT
78837,I guarantee allow oath,NOT
10981,reason wife ass,OFF
81219,true ass statement right,NOT
78350,tell leader,NOT
17130,despacito,NOT
90499,grow pair m,NOT
39205,twitter ban proud boy alex mcginnis antifa ban classify terrorist organization happen need,NOT
98855,glad hear jacob,NOT
21707,amazing people vote guilty prove innocent lot liberal vote poll obviously,NOT
88576,angry person rollingonthefloorlaughe,NOT
27136,real,NOT
66923,watch eye light w excitement use ask question smilingfacewithhearteye talk smilingfacewithhearteye,NOT
90608,yes include smooth reserve place conservative know year year tough year cycle prediction prove correct,NOT
19267,dumb kid,OFF
44903,I appalled consider host midget wrestling spectacle word offensive occasion like perpetuate stereotype dwarfism hugely damaging dwarf community think,NOT
11046,corey booker try finger blast ass teenager,OFF
22907,mean dramatic promise come true sure I follow I start realize crap,OFF
50204,collision face deep state collision jame announce deep state investigation gateway eagle forum fantastic look forward beamingfacewithsmilingeye,NOT
65112,cut tha I shhhh,OFF
85638,poor conservative ask government handout relief,NOT
54898,rep maxine water threaten violence president vise president come permit doj washington capital police sleep democrats law crime,OFF
54549,drunk year old tell little character year old let competency jurist tad likely conservative merely clarify law order mean use law reinforce social order,OFF
63058,glad ok,NOT
80113,expect aka hollywood liberal,NOT
48784,billion dollar lazy puerto rican lazy corrupt cut pr loose entirely,NOT
48951,anti gop trump party hope pardon rip hard work americans,OFF
41778,beautiful sexy smilingfacewithhearteyes faceblowingakiss,OFF
48236,I know fact claim like bullshit imagine enact clean air regulation year ago wait imagine look air quality china piss I conservative,OFF
79987,different probably howard know son trust easily earn trust know real I guess tony time thought vary,NOT
38880,I know I like lot I leave I lose,NOT
56585,hate yes leftist yes leftist silly program let tell hate conservative conservative,NOT
86029,look job controversal bitter,OFF
44987,conservatism die know try power hold perception america look like despite fact americans centralist liberal,NOT
30877,I refuse acknowledge scampi nik nak nice spicy obscure sheer brilliantness,NOT
81307,griffin think funny disgusting pig,OFF
27296,classic liberal projection accuse conservative facewithrollingeyes,NOT
73350,human right crisis,NOT
25180,regard story I think I kill president reporter follow convict felon obtain case gun police bring light gun control issue bias,OFF
94152,whore mayor steal money fund dem bash potus wtf country power grid god know s replace,OFF
71376,follow tweet fight twitter democrats,NOT
32894,like pale live north pole bitchass dipfuck,OFF
31931,horrible person facevomite facevomite facevomite facevomiting,OFF
36397,cooktragic good news australian woman palestine ridiculous pretend hope election successful abysmal history woman lnp continue gentleman culture lady,NOT
91574,lack range good olive oil cause mayhem,NOT
22144,brother think monster,OFF
86550,hit lotto,OFF
18487,incredible demean stand I hope know support stand example woman,NOT
17031,love knee use andy vanderbilt stop hater liar come conservative,NOT
72124,gun control crowd illegal immigrant waltz country heavily armed,OFF
17512,I confounded amaze antifa wing want new speech restriction ag racist hack charge implement interpret sue college discriminate white student civil right law,NOT
95451,I sam new hair fabulous sign I person,NOT
65955,wear t shirt promote gun control,NOT
81310,allergic chocolate frowningface,NOT
73453,antifa shop,NOT
24590,hahah left tell right political funny,NOT
47716,woman lose empower ohhhh I woman liberal high jack movement woman abuse disgusting,OFF
83556,wrong tho tunisian look like italian,NOT
81401,mckenna long use twitter defect conservative,NOT
83041,radical far right kemp refuse pay attention people georgia want need undoing,NOT
57669,I recall hear maxine water issue summon people face republicans conservative payback b,NOT
86326,yeah conservative work real industry like coal oil rig duhh,NOT
74676,right,NOT
24073,usa antifa connect philippine cpp npa vice versa president duterte inform,NOT
29698,good end,NOT
20068,talk big,NOT
23219,dem campaign medicare gun control falsehood,NOT
27662,rig media post fake pole try discourage conservative vote bombshell work conservative work vote rip poor nwo apart cry throw tantrum lie stop,NOT
94142,liberal mock president trump skin color decapitate likeness threaten family baron,OFF
27502,misogynistic cause opinion different I guess bigot,OFF
97072,antifa log tosser,NOT
64524,stick sport liberal help,NOT
20789,good titus welliver jimmy o respond tag stuff I want bug,NOT
46813,good,NOT
37517,death jeremy corbin mean necessary zanyface thumbsup,OFF
13004,cruz debate happen,NOT
36343,antifa shit brain worship queen need toe cheese lick,OFF
15472,guy read bible,NOT
84140,support gun control,NOT
79577,know flanking muscle flashing educate close know u r talk poutingface poutingface poutingface poutingface,OFF
33114,chuckle head,NOT
53784,I agree intelligent I like late policy sovereign wealth fund I long support cut like jo swinson party air time imo,OFF
89221,disappoint taylor serena wrong use gender disrespectful serena apologize winner amp ref,OFF
40348,definitely I advocate play game think aloud play early,NOT
82489,abso shite quality tho,OFF
38392,master twist word great skill,NOT
12957,divert defame vote thing b c mannered,NOT
85092,dissapointe guy big hypocrite country embarrassing senator,OFF
89310,love sailor moon course,NOT
32366,forgiveness useless trap trauma maybe let illusion perfect world happen accept responsible,NOT
80348,senator trump president wrong,NOT
42523,prison time mccain ed facewithtearsofjoy rollingonthefloorlaughe facewithtearsofjoy,OFF
93415,sound like joe channel conservative attack liberal year transference,NOT
58482,sound like great ad gun control,NOT
51452,hard believe female accuser especially liberal lie personal political gain,OFF
71211,need exact hang rope,NOT
76435,christians think woman lie eve start christianity conservative legislative judical tooth oppress woman modern age,NOT
46732,I love voice sound sexy strong,NOT
85261,sad try pawn rich right wing type age increase wealth disparity price gouge pharma executive trump try gut healthcare real replace repeal amp replace slap face,NOT
59307,dude happen,NOT
53870,ummm people facewithtearsofjoy,OFF
49035,mom know twitter,NOT
50121,idk u fuckin delicious corn chip miss dearly,OFF
88941,damn cute def facial expression,OFF
79993,I click ben link I block I hear,NOT
40418,oh ok liberal hear poutingface,NOT
31394,yea right I nyc easy read dumb chameleon personality fit bc diff diff people,NOT
29658,review play insufferable,NOT
22707,moron,OFF
95681,kerry know right stand president thumbsup mediumlightskintone thumbsup mediumlightskintone thumbsup mediumlightskintone,NOT
88365,crush pc player kb mouse controller fps unrealistic play game time use keyboard mouse time,NOT
